,,meta,meta,meta,time,time,remove_n,remove_n,cpdag_F1,cpdag_F1,cpdag_shd,cpdag_shd,cpdag_sid_low,cpdag_sid_low,cpdag_sid_high,cpdag_sid_high,AP,AP,CIT_Precision,CIT_Precision,CIT_F1,CIT_F1
dag_15_nodes_15_edges_semantics_ER,new,15,15,50,1.7036363962944596,0.3602716119112235,131.56,38.64023492555448,0.6841376,0.0997720913609142,5.4239999999999995,1.9401830336547203,12.652000000000001,6.614740496552733,29.08,8.504692582237604,0.9735693180451467,0.007080037685892989,0.991325148116505,0.012935722347504421,0.5679177106536403,0.1965200223090634
dag_15_nodes_15_edges_semantics_ER,org,15,15,50,1.716385152908042,0.3819370258203095,131.56,38.64023492555448,0.6829632,0.10160976984683376,5.4479999999999995,1.9631544794549616,12.764000000000001,6.909879351556091,29.256,8.684308156857707,0.9735693180451467,0.007080037685892989,0.991325148116505,0.012935722347504421,0.5679177106536403,0.1965200223090634
dag_15_nodes_15_edges_semantics_SF,new,15,14,50,1.5804723864234984,0.3357803752130436,140.28,36.04817638117306,0.6560632,0.07015533463184487,7.1306666666666665,1.24291807914839,9.027333333333333,3.5422534687947183,24.714666666666666,4.0277954898351656,0.9630950948473956,0.009509457520178517,0.9880773886182795,0.018419475091939586,0.5664349641432117,0.17653404529660305
dag_15_nodes_15_edges_semantics_SF,org,15,14,50,1.582399385701865,0.34740544203676493,137.2,36.802839287096276,0.6357079999999999,0.06384772011015975,7.5,1.0151907431108498,9.33,2.713552532555575,24.02,3.803811192979581,0.9630950948473956,0.009509457520178517,0.9861225267027731,0.01965045732955292,0.5800528586400239,0.1757231417913174
dag_15_nodes_15_edges_semantics_random,new,15,15,50,2.397257955800742,0.5208405386382002,194.52,37.34518519358094,0.8606900000000001,0.043855696811898284,4.19,1.4738883739196496,24.425,9.112708383440822,39.45,14.022667509487366,0.9093554821782068,0.014756508408453524,0.9874201139425935,0.027053986698185806,0.49484198978429633,0.14431924381383207
dag_15_nodes_15_edges_semantics_random,org,15,15,50,2.469812470190227,0.5704118010673948,194.5,37.35010859749806,0.8510179999999999,0.04554115290770829,4.58,1.7153568082448143,26.22,9.04702003029569,41.8,15.628336378488392,0.9093554821782068,0.014756508408453524,0.9872073479851466,0.026994800852728724,0.4947996747419813,0.1442795960301329
dag_15_nodes_22_edges_degrees_ER,new,15,22,50,2.871421602880582,0.5131557049081522,188.0,33.85322460751016,0.5724903333333333,0.036642852206132275,11.143333333333333,0.7911142003557609,66.38,7.119648007809236,85.41,7.7956620590412635,0.9546809269770545,0.0070510230015591565,0.9920848385740161,0.016080817678532155,0.6950649400643595,0.09013322239687455
dag_15_nodes_22_edges_degrees_ER,org,15,22,50,2.9085129890311507,0.5354199824603301,187.44,34.94494795753891,0.5730413333333333,0.036668301484890836,11.313333333333333,0.8634949813209338,68.58,8.359499057347632,85.34,7.737029963303826,0.9546809269770545,0.0070510230015591565,0.9911778947856362,0.020603922690928245,0.6958229804101808,0.0910010049838097
dag_15_nodes_22_edges_degrees_SF,new,15,14,50,1.7640873631928116,0.4190565415500862,169.08,36.49704489015907,0.490766,0.133570437047504,8.1,2.2822294863951407,18.9,8.015928021184841,31.44,13.908094838647612,0.9075460890887945,0.026544247843901015,0.9763042991229579,0.027866647949277533,0.4343056980302922,0.1826097042538487
dag_15_nodes_22_edges_degrees_SF,org,15,14,50,1.7853646265156566,0.4225295909611699,169.08,36.49704489015907,0.48743346666666665,0.14355416609158175,8.001333333333333,2.2581870198856526,18.705333333333332,7.813379884238287,30.253333333333334,13.290502635997642,0.9075460890887945,0.026544247843901015,0.9763042991229579,0.027866647949277533,0.4343056980302922,0.1826097042538487
dag_15_nodes_22_edges_degrees_random,new,15,22,50,10.238026343565434,3.3476077801184685,489.54,65.5788075524403,0.650256,0.06511936970060508,11.92,1.80520788559215,58.52,11.756439833173152,89.6,13.003924054543171,0.9224020562840536,0.01421195236900349,1.0,0.0,0.1603801892136753,0.07199641711870954
dag_15_nodes_22_edges_degrees_random,org,15,22,50,10.355326023260131,3.4681061307381875,463.8,54.97049301253187,0.558748,0.0829278103570343,14.12,1.9127925946646909,75.6,15.651823914059815,109.82,13.173396196385303,0.9224020562840536,0.01421195236900349,1.0,0.0,0.27220415067082804,0.13645287895780892
dag_15_nodes_22_edges_none_ER,new,15,22,50,12.262448845459149,5.775313811768529,531.24,101.60739969839494,0.5516824,0.0938651412770306,12.203333333333333,1.9801308965184445,51.705333333333336,8.69751798202332,72.16066666666667,11.41625068014174,0.9503642739438053,0.010421768956763113,1.0,0.0,0.08643811562076048,0.09999683762589127
dag_15_nodes_22_edges_none_ER,org,15,22,50,12.169987458325922,4.904950610519421,515.46,76.78653421489143,0.5278976,0.0925600084349034,12.444,2.054081054776524,53.596000000000004,11.539213710700764,74.436,11.078914704085783,0.9503642739438053,0.010421768956763113,1.0,0.0,0.12791568837928163,0.16728259577404803
dag_15_nodes_22_edges_none_SF,new,15,14,50,1.5963251095917075,0.26832665095032876,132.06,24.16221540052204,0.83741,0.03167461643857136,4.36,0.662709343128183,8.98,1.9004832897697042,24.18,2.353373609722599,0.9557119297365527,0.010676543262123219,0.9817816980574454,0.023513736835217933,0.622368843592741,0.07008632848924642
dag_15_nodes_22_edges_none_SF,org,15,14,50,1.6045321241393686,0.28096588992245325,132.06,24.16221540052204,0.83741,0.03167461643857136,4.36,0.662709343128183,8.98,1.9004832897697042,24.18,2.353373609722599,0.9557119297365527,0.010676543262123219,0.9817816980574454,0.023513736835217933,0.622368843592741,0.07008632848924642
dag_15_nodes_22_edges_none_random,new,15,22,50,19.353784456634894,5.684763764685737,492.78,94.58335919565715,0.6434650000000001,0.08850301173821541,8.27,2.5698606330829277,40.55,9.36463712972524,75.99,19.710530180591288,0.9388916212415641,0.010937509501420582,0.9970728292870671,0.004569045085005461,0.5978342514616279,0.17899649468446668
dag_15_nodes_22_edges_none_random,org,15,22,50,19.043898680564016,6.281208001299495,457.78,89.08223442300893,0.6136659999999999,0.11001423989462383,8.635333333333334,2.883469266584589,44.29533333333334,12.584922429731474,78.99,19.655702293560037,0.9388916212415641,0.010937509501420582,0.996910009728864,0.004533613725057444,0.6817265046617238,0.13868672271426072
dag_15_nodes_22_edges_semantics_ER,new,15,22,50,14.061638242099434,6.717811299944128,530.42,167.00300498335164,0.570524,0.08791701226098368,13.58,2.321944997502863,64.82,20.71250238628932,121.46,17.14191664086747,0.9742689692044908,0.007047795506219608,1.0,0.0,0.47741920793505804,0.22801145061897637
dag_15_nodes_22_edges_semantics_ER,org,15,22,50,15.032506987238303,7.977537640346938,496.18,167.28463949880424,0.507036,0.08747099288288869,14.38,1.9471591027516402,71.94,16.956619320357174,128.44,16.066392861866564,0.9742689692044908,0.007047795506219608,1.0,0.0,0.5492016373200402,0.21462644481810858
dag_15_nodes_22_edges_semantics_SF,new,15,14,50,1.0381902789045125,0.34967095278472576,102.0,38.24464748464143,0.2967923333333333,0.05408967811907316,7.423333333333334,2.2333307950031265,14.311666666666667,3.8116366908506043,44.43,9.249384976796001,0.9208874138360704,0.015770026737757813,0.9554140710102266,0.05330130671566239,0.46204305496281256,0.23697623455339142
dag_15_nodes_22_edges_semantics_SF,org,15,14,50,1.0190781878586859,0.3627704155086213,100.82,39.668365023951644,0.29649766666666666,0.05209406588848341,7.562666666666667,2.280834473540684,14.687333333333333,4.516499808650716,44.275333333333336,9.384714764009297,0.9208874138360704,0.015770026737757813,0.95372558918173,0.053512728088906,0.4697331188819835,0.24272857389418112
dag_15_nodes_22_edges_semantics_random,new,15,22,50,11.506722400309519,7.024047821861169,449.24,168.49169542909655,0.5376381333333333,0.08575343874069934,10.306666666666667,2.293716152196709,48.51333333333333,10.51296791258614,83.55066666666667,10.299682402694362,0.9565005119475554,0.010856869905299008,0.9999274099883856,0.0005029183529526491,0.5880567617537203,0.1910247861877601
dag_15_nodes_22_edges_semantics_random,org,15,22,50,11.818521598186344,7.456137090656781,444.98,168.92329982713989,0.49796999999999997,0.08876521218291289,11.632,2.0285150897609205,50.784,9.74104214346783,80.408,11.52041382476678,0.9565005119475554,0.010856869905299008,0.9992600448004944,0.0036873843114792687,0.5989385482430869,0.18178679169347456
