dataset,num_nodes,num_edges,impl,seed,time,remove_n,n_models_enumerated,n_dag_models,n_cpdag_models,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1,prior_filename,prior_forbidden_length,prior_forbidden_Precision,prior_forbidden_Recall,prior_forbidden_F1,prior_required_length,prior_required_Precision,prior_required_Recall,prior_required_F1
dag_10_nodes_15_edges_degrees_random,10,15,new,2406,2.434316300001228,285,18,2,1,10.0,0.5,0.3333,0.1667,0.5,0.3333,0.4,10.0,,10.0,0.3,0.4667,0.1,0.5,0.3333,0.4,12.0,,,0.982097757277007,1.0,0.0484581497797356,0.0924369747899159,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,304,3.4451895999955013,290,21,1,1,11.0,0.5455,0.3333,0.2,0.4545,0.3333,0.3846,11.0,,11.0,0.4545,0.4,0.1667,0.5455,0.4,0.4615,13.0,,,0.976437456159378,1.0,0.1752136752136752,0.2981818181818181,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,3391,3.2643240000033984,282,17,1,1,11.0,0.4545,0.4,0.1667,0.5455,0.4,0.4615,10.0,,11.0,0.2727,0.5333,0.1,0.6364,0.4667,0.5385,12.0,,,0.9745878818042352,1.0,0.148,0.2578397212543554,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,359,2.7372987999988254,257,18,1,1,10.0,0.3,0.4667,0.1,0.7,0.4667,0.56,9.0,,10.0,0.3,0.4667,0.1,0.5,0.3333,0.4,12.0,,,0.974823112974305,1.0,0.1159420289855072,0.2077922077922077,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,9096,2.027414399999543,264,10,1,1,9.0,0.3333,0.4,0.1,0.6667,0.4,0.5,9.0,,9.0,0.1111,0.5333,0.0333,0.6667,0.4,0.5,11.0,,,0.9726497508497712,1.0,0.0441176470588235,0.0845070422535211,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,3533,4.18807370000286,343,24,1,1,11.0,0.3636,0.4667,0.1333,0.6364,0.4667,0.5385,9.0,,11.0,0.3636,0.4667,0.1333,0.6364,0.4667,0.5385,12.0,,,0.9747292982388016,1.0,0.16,0.2758620689655173,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,4125,3.1849643000023207,257,14,2,1,10.0,0.3,0.4667,0.1,0.7,0.4667,0.56,9.0,,10.0,0.3,0.4667,0.1,0.7,0.4667,0.56,11.0,,,0.9830271616845644,1.0,0.1327433628318584,0.234375,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,3094,2.7001359999994747,281,28,1,1,10.0,0.3,0.4667,0.1,0.7,0.4667,0.56,9.0,,10.0,0.2,0.5333,0.0667,0.8,0.5333,0.64,9.0,,,0.9767438213945248,1.0,0.017391304347826,0.0341880341880341,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_random,10,15,new,6398,2.7756716000003507,264,53,1,1,8.0,0.25,0.4,0.0667,0.75,0.4,0.5217,9.0,,8.0,0.0,0.5333,0.0,0.875,0.4667,0.6087,10.0,,,0.9803049563482336,1.0,0.0146341463414634,0.0288461538461538,dag_10_nodes_15_edges_degrees_random,3.0,1.0,0.04,0.0769230769,2.0,1.0,0.1333333333,0.23529411760000002
dag_10_nodes_15_edges_degrees_SF,10,17,org,7816,12.119487399992067,592,37,1,1,12.0,0.4167,0.4118,0.1786,0.5833,0.4118,0.4828,11.0,,12.0,0.25,0.5294,0.1071,0.6667,0.4706,0.5517,12.0,,,0.9956250864740512,1.0,0.0688405797101449,0.1288135593220339,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3578,18.963408900002836,729,71,1,1,13.0,0.1538,0.6471,0.0714,0.8462,0.6471,0.7333,6.0,,13.0,0.0,0.7647,0.0,0.7692,0.5882,0.6667,5.0,,,0.9941381089068138,1.0,0.1621983914209115,0.279123414071511,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2656,18.54160039999988,648,10,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2143,0.6471,0.1071,0.6429,0.5294,0.5806,9.0,,,0.9950281053004078,1.0,0.3033854166666667,0.4655344655344655,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2688,22.082120799997934,798,57,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2143,0.6471,0.1071,0.6429,0.5294,0.5806,8.0,,,0.9942908782432412,1.0,0.2255369928400954,0.368062317429406,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2494,19.514576699992176,720,7,1,1,13.0,0.3077,0.5294,0.1429,0.6923,0.5294,0.6,10.0,,13.0,0.2308,0.5882,0.1071,0.6923,0.5294,0.6,11.0,,,0.997884567362805,1.0,0.3004338394793926,0.4620517097581317,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,183,30.867408799997065,850,15,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2857,0.5882,0.1429,0.6429,0.5294,0.5806,10.0,,,0.9939845894913886,1.0,0.2857142857142857,0.4444444444444445,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,7977,10.672428400008355,525,22,2,1,12.0,0.125,0.61765,0.05355,0.875,0.61765,0.7241500000000001,6.5,,12.0,0.0833,0.6471,0.0357,0.8333,0.5882,0.6897,6.0,,,0.9952724233964508,1.0,0.2359550561797752,0.3818181818181818,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3199,22.332118599995734,715,59,1,1,13.0,0.2308,0.5882,0.1071,0.7692,0.5882,0.6667,7.0,,13.0,0.2308,0.5882,0.1071,0.6923,0.5294,0.6,7.0,,,0.9983647216644498,1.0,0.5437645236250969,0.7044656297039639,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,316,32.42612839999492,788,132,1,1,14.0,0.2857,0.5882,0.1429,0.7143,0.5882,0.6452,7.0,,14.0,0.2143,0.6471,0.1071,0.7143,0.5882,0.6452,8.0,,,0.9923006258234136,1.0,0.2770663562281723,0.4339106654512306,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,8266,50.80657240000437,1305,20,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2143,0.6471,0.1071,0.7143,0.5882,0.6452,8.0,,,0.9987538154104302,1.0,0.2136243386243386,0.3520435967302452,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,1532,11.280403600001591,549,43,4,2,12.5,0.3188999999999999,0.5,0.142875,0.6810999999999999,0.5,0.576425,8.5,,12.5,0.2404,0.5588,0.1071,0.6410499999999999,0.4706,0.5425,9.0,,,0.9973903467994208,1.0,0.3635116598079561,0.5331991951710261,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,1009,17.110643499996513,853,11,1,1,13.0,0.3077,0.5294,0.1429,0.6923,0.5294,0.6,9.0,,13.0,0.0769,0.7059,0.0357,0.7692,0.5882,0.6667,8.0,,,0.9951340731074354,1.0,0.0792838874680307,0.1469194312796208,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2250,10.332569700010936,627,20,1,1,13.0,0.3846,0.4706,0.1786,0.6154,0.4706,0.5333,9.0,,13.0,0.3846,0.4706,0.1786,0.6154,0.4706,0.5333,9.0,,,0.99604203124969,1.0,0.1525157232704402,0.2646657571623465,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,4447,11.734279299998889,656,61,1,1,14.0,0.1429,0.7059,0.0714,0.8571,0.7059,0.7742,5.0,,14.0,0.0,0.8235,0.0,0.7857,0.6471,0.7097,4.0,,,0.9939589581504316,1.0,0.1490015360983103,0.2593582887700534,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2415,7.362117800003034,509,22,1,1,12.0,0.25,0.5294,0.1071,0.75,0.5294,0.6207,8.0,,12.0,0.25,0.5294,0.1071,0.6667,0.4706,0.5517,8.0,,,0.9976042209003636,1.0,0.4092219020172911,0.5807770961145194,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3595,3.756238200003281,299,8,4,2,11.5,0.3465749999999999,0.4412,0.142875,0.653425,0.4412,0.526475,9.5,,11.5,0.17425,0.5588,0.0714,0.60985,0.4118,0.4914,11.0,,,0.9951306111017094,1.0,0.4515418502202643,0.622154779969651,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,4187,2.645234699986758,246,14,1,1,10.0,0.4,0.3529,0.1429,0.6,0.3529,0.4444,11.0,,10.0,0.3,0.4118,0.1071,0.6,0.3529,0.4444,12.0,,,0.9937469734804842,1.0,0.4328358208955223,0.6041666666666666,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,4135,6.084812299988698,522,21,1,1,11.0,0.6364,0.2353,0.25,0.3636,0.2353,0.2857,14.0,,11.0,0.4545,0.3529,0.1786,0.3636,0.2353,0.2857,14.0,,,0.9931480150730684,1.0,0.054054054054054,0.1025641025641025,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5174,29.31683830000111,1151,53,1,1,14.0,0.6429,0.2941,0.3214,0.3571,0.2941,0.3226,13.0,,14.0,0.2143,0.6471,0.1071,0.5714,0.4706,0.5161,13.0,,,0.9961313186472374,1.0,0.053231939163498,0.1010830324909747,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5303,13.304214399991906,759,29,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2857,0.5882,0.1429,0.7143,0.5882,0.6452,9.0,,,0.9959707134740152,1.0,0.189873417721519,0.3191489361702127,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3942,11.39898880000692,733,17,1,1,12.0,0.4167,0.4118,0.1786,0.5833,0.4118,0.4828,10.0,,12.0,0.1667,0.5882,0.0714,0.75,0.5294,0.6207,9.0,,,0.998377310544108,1.0,0.1069012178619756,0.1931540342298288,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2778,17.3651736999891,915,52,1,1,14.0,0.4286,0.4706,0.2143,0.5714,0.4706,0.5161,10.0,,14.0,0.2857,0.5882,0.1429,0.5714,0.4706,0.5161,10.0,,,0.9970163225001724,1.0,0.0658342792281498,0.1235356762513311,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2804,7.243626700001187,594,38,1,1,12.0,0.4167,0.4118,0.1786,0.5833,0.4118,0.4828,10.0,,12.0,0.25,0.5294,0.1071,0.6667,0.4706,0.5517,9.0,,,0.9959100236845664,1.0,0.0920353982300885,0.1685575364667747,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2145,27.06194840000535,1015,48,2,1,14.0,0.25,0.61765,0.125,0.75,0.61765,0.67745,6.5,,14.0,0.0,0.8235,0.0,0.7857,0.6471,0.7097,5.0,,,0.9958857681217076,1.0,0.182261208576998,0.3083264633140972,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,150,8.645826499996474,624,192,1,1,10.0,0.3,0.4118,0.1071,0.7,0.4118,0.5185,10.0,,10.0,0.0,0.5882,0.0,0.7,0.4118,0.5185,8.0,,,0.9954982468150732,1.0,0.0070422535211267,0.0139860139860139,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,8823,24.04350400000112,870,395,1,1,12.0,0.25,0.5294,0.1071,0.75,0.5294,0.6207,8.0,,12.0,0.0,0.7059,0.0,0.75,0.5294,0.6207,6.0,,,0.9937794446603744,1.0,0.0106951871657754,0.0211640211640211,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,4669,10.14142179999908,640,54,1,1,11.0,0.0,0.6471,0.0,1.0,0.6471,0.7857,6.0,,11.0,0.0,0.6471,0.0,0.7273,0.4706,0.5714,7.0,,,0.9973485657210176,1.0,0.0105263157894736,0.0208333333333333,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,6131,8.065280899987556,522,30,2,1,13.0,0.03845,0.7353000000000001,0.01785,0.96155,0.7353000000000001,0.83335,4.5,,13.0,0.0,0.7647,0.0,0.8462,0.6471,0.7333,4.0,,,0.992676415305934,1.0,0.1186094069529652,0.2120658135283363,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2617,10.03008769999724,603,35,2,1,11.0,0.13635,0.5588,0.05355,0.86365,0.5588,0.6786000000000001,7.5,,11.0,0.0909,0.5882,0.0357,0.8182,0.5294,0.6429,8.0,,,0.9969657980919572,1.0,0.1211631663974151,0.2161383285302593,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,7166,3.670222799992189,279,10,2,1,12.0,0.125,0.61765,0.05355,0.875,0.61765,0.7241500000000001,6.5,,12.0,0.0833,0.6471,0.0357,0.8333,0.5882,0.6897,7.0,,,0.9964989064106164,1.0,0.5128205128205128,0.6779661016949152,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,1428,27.868793399989958,932,91,1,1,15.0,0.0667,0.8235,0.0357,0.9333,0.8235,0.875,3.0,,15.0,0.0,0.8824,0.0,0.8,0.7059,0.75,3.0,,,0.9948018553399616,1.0,0.1254089422028353,0.2228682170542635,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,8328,7.566266800000449,424,16,1,1,13.0,0.5385,0.3529,0.25,0.4615,0.3529,0.4,11.0,,13.0,0.3846,0.4706,0.1786,0.5385,0.4118,0.4667,10.0,,,0.9957748973447038,1.0,0.4254237288135593,0.5969084423305588,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,8289,7.766463599997223,472,14,1,1,13.0,0.3846,0.4706,0.1786,0.6154,0.4706,0.5333,9.0,,13.0,0.3846,0.4706,0.1786,0.5385,0.4118,0.4667,9.0,,,0.9947259597400032,1.0,0.40625,0.5777777777777777,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5978,23.606248700001743,842,43,1,1,15.0,0.4,0.5294,0.2143,0.6,0.5294,0.5625,8.0,,15.0,0.2667,0.6471,0.1429,0.6667,0.5882,0.625,10.0,,,0.996141327511682,1.0,0.2673575129533678,0.4219133278822567,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5511,12.132122800001524,636,25,2,1,14.0,0.3214,0.5588,0.16075,0.6786000000000001,0.5588,0.6129,7.5,,14.0,0.1429,0.7059,0.0714,0.7143,0.5882,0.6452,8.0,,,0.9940913393305392,1.0,0.2050898203592814,0.3403726708074534,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5864,9.178509899997152,421,125,1,1,14.0,0.0714,0.7647,0.0357,0.9286,0.7647,0.8387,4.0,,14.0,0.0,0.8235,0.0,0.8571,0.7059,0.7742,3.0,,,0.9964801672685232,1.0,0.5007342143906021,0.6673189823874754,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,606,7.751743099986925,594,48,1,1,11.0,0.1818,0.5294,0.0714,0.8182,0.5294,0.6429,8.0,,11.0,0.0,0.6471,0.0,0.7273,0.4706,0.5714,8.0,,,0.996251205687228,1.0,0.0107719928186714,0.0213143872113676,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,1933,33.719114299994544,1155,93,1,1,14.0,0.7857,0.1765,0.3929,0.2143,0.1765,0.1935,15.0,,14.0,0.2143,0.6471,0.1071,0.5,0.4118,0.4516,14.0,,,0.9972425596340332,1.0,0.1062335381913959,0.192063492063492,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,6071,20.298315099993488,876,82,2,1,14.0,0.3214,0.5588,0.16075,0.6786000000000001,0.5588,0.6129,8.5,,14.0,0.1429,0.7059,0.0714,0.6429,0.5294,0.5806,8.0,,,0.9963028551629732,1.0,0.0504926108374384,0.0961313012895662,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5504,14.273818800007575,707,75,2,1,13.0,0.03845,0.7353000000000001,0.01785,0.96155,0.7353000000000001,0.83335,4.5,,13.0,0.0,0.7647,0.0,0.8462,0.6471,0.7333,4.0,,,0.9948509447465252,1.0,0.1311706629055007,0.2319201995012468,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,5163,22.366773600006127,1056,88,1,1,14.0,0.2143,0.6471,0.1071,0.7857,0.6471,0.7097,7.0,,14.0,0.1429,0.7059,0.0714,0.7143,0.5882,0.6452,7.0,,,0.9978931394740344,1.0,0.0453201970443349,0.0867106503298774,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,2406,14.084143400003086,798,84,1,1,12.0,0.0,0.7059,0.0,1.0,0.7059,0.8276,5.0,,12.0,0.0,0.7059,0.0,0.8333,0.5882,0.6897,6.0,,,0.9964978868582456,1.0,0.0124309392265193,0.024556616643929,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,304,15.675178400008008,733,64,2,1,13.0,0.03845,0.7353000000000001,0.01785,0.96155,0.7353000000000001,0.83335,4.5,,13.0,0.0,0.7647,0.0,0.8462,0.6471,0.7333,4.0,,,0.994061070583146,1.0,0.121345029239766,0.2164276401564537,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3391,25.73512280000432,970,28,2,1,14.0,0.10715,0.7353000000000001,0.05355,0.8928499999999999,0.7353000000000001,0.80645,5.5,,14.0,0.0714,0.7647,0.0357,0.7857,0.6471,0.7097,5.0,,,0.9977848179766916,1.0,0.1208121827411167,0.2155797101449275,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,359,15.731884299995729,599,12,1,1,13.0,0.3846,0.4706,0.1786,0.6154,0.4706,0.5333,9.0,,13.0,0.2308,0.5882,0.1071,0.6923,0.5294,0.6,9.0,,,0.9970115027866244,1.0,0.4891428571428571,0.6569455103607061,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,9096,13.996876300006988,769,508,1,1,9.0,0.0,0.5294,0.0,1.0,0.5294,0.6923,8.0,,9.0,0.0,0.5294,0.0,0.8889,0.4706,0.6154,8.0,,,0.9971077221583554,1.0,0.0071942446043165,0.0142857142857142,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3533,4.562970300001325,339,8,1,1,11.0,0.2727,0.4706,0.1071,0.7273,0.4706,0.5714,10.0,,11.0,0.1818,0.5294,0.0714,0.7273,0.4706,0.5714,9.0,,,0.9963075988805248,1.0,0.0438871473354232,0.084084084084084,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,4125,9.999543300000369,652,20,2,1,12.0,0.125,0.61765,0.05355,0.875,0.61765,0.7241500000000001,6.5,,12.0,0.0833,0.6471,0.0357,0.8333,0.5882,0.6897,6.0,,,0.9972717876810202,1.0,0.0568720379146919,0.1076233183856502,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,3094,16.61435829999391,785,25,2,1,14.0,0.3214,0.5588,0.16075,0.6786000000000001,0.5588,0.6129,8.5,,14.0,0.1429,0.7059,0.0714,0.6429,0.5294,0.5806,8.0,,,0.996311413770686,1.0,0.0545938748335552,0.1035353535353535,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,org,6398,15.297527500006254,765,37,1,1,13.0,0.3846,0.4706,0.1786,0.6154,0.4706,0.5333,9.0,,13.0,0.3077,0.5294,0.1429,0.6923,0.5294,0.6,10.0,,,0.9924363356336632,1.0,0.1851368970013037,0.3124312431243124,dag_10_nodes_15_edges_degrees_SF,,,,,,,,
dag_10_nodes_15_edges_degrees_SF,10,17,new,7816,12.206087900005514,592,74,1,1,12.0,0.4167,0.4118,0.1786,0.5833,0.4118,0.4828,11.0,,12.0,0.25,0.5294,0.1071,0.6667,0.4706,0.5517,12.0,,,0.9956250864740512,1.0,0.0688405797101449,0.1288135593220339,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,3578,18.366055100006637,729,78,1,1,12.0,0.0833,0.6471,0.0357,0.9167,0.6471,0.7586,6.0,,12.0,0.0,0.7059,0.0,0.75,0.5294,0.6207,6.0,,,0.9941381089068138,1.0,0.1621983914209115,0.279123414071511,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,2656,17.841262999994797,648,41,2,1,14.0,0.39285,0.5,0.19645,0.6071500000000001,0.5,0.54835,8.5,,14.0,0.2143,0.6471,0.1071,0.6429,0.5294,0.5806,9.0,,,0.9950281053004078,1.0,0.3033854166666667,0.4655344655344655,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,2688,23.40868110000156,798,53,2,1,14.0,0.3214,0.5588,0.16075,0.6786000000000001,0.5588,0.6129,7.5,,14.0,0.2143,0.6471,0.1071,0.6429,0.5294,0.5806,8.0,,,0.9942908782432412,1.0,0.2255369928400954,0.368062317429406,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,2494,18.86803390001296,720,23,1,1,13.0,0.3077,0.5294,0.1429,0.6923,0.5294,0.6,10.0,,13.0,0.2308,0.5882,0.1071,0.6923,0.5294,0.6,11.0,,,0.997884567362805,1.0,0.3004338394793926,0.4620517097581317,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,183,30.652241299991147,850,11,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2857,0.5882,0.1429,0.6429,0.5294,0.5806,10.0,,,0.9939845894913886,1.0,0.2857142857142857,0.4444444444444445,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,7977,11.888360900004043,525,55,2,1,12.0,0.125,0.61765,0.05355,0.875,0.61765,0.7241500000000001,6.5,,12.0,0.0833,0.6471,0.0357,0.8333,0.5882,0.6897,6.0,,,0.9952724233964508,1.0,0.2359550561797752,0.3818181818181818,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,3199,22.719973400002345,715,27,1,1,13.0,0.3077,0.5294,0.1429,0.6923,0.5294,0.6,8.0,,13.0,0.2308,0.5882,0.1071,0.6923,0.5294,0.6,7.0,,,0.9983647216644498,1.0,0.5437645236250969,0.7044656297039639,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,316,28.51709039999696,788,92,1,1,14.0,0.2857,0.5882,0.1429,0.7143,0.5882,0.6452,7.0,,14.0,0.2143,0.6471,0.1071,0.7143,0.5882,0.6452,8.0,,,0.9923006258234136,1.0,0.2770663562281723,0.4339106654512306,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,8266,53.00338799999736,1305,26,1,1,14.0,0.3571,0.5294,0.1786,0.6429,0.5294,0.5806,8.0,,14.0,0.2143,0.6471,0.1071,0.7143,0.5882,0.6452,8.0,,,0.9987538154104302,1.0,0.2136243386243386,0.3520435967302452,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,1532,11.081774399994174,549,20,1,1,12.0,0.3333,0.4706,0.1429,0.6667,0.4706,0.5517,9.0,,12.0,0.25,0.5294,0.1071,0.6667,0.4706,0.5517,9.0,,,0.9973903467994208,1.0,0.3635116598079561,0.5331991951710261,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dag_10_nodes_15_edges_degrees_SF,10,17,new,1009,16.467002099991078,853,35,1,1,14.0,0.2857,0.5882,0.1429,0.7143,0.5882,0.6452,8.0,,14.0,0.0714,0.7647,0.0357,0.7143,0.5882,0.6452,7.0,,,0.9951340731074354,1.0,0.0792838874680307,0.1469194312796208,dag_10_nodes_15_edges_degrees_SF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
